AirportCode;CityCode;CountryCode;LocationType;UtcOffset;TimeZoneId;Position.Coordinate.Latitude;Position.Coordinate.Longitude;Names.Name.@LanguageCode;Names.Name.$
ABU;ABU;ID;Airport;+08:00;Asia/Makassar;-9.075;124.9039;EN;Atambua Haliwen
ABV;ABV;NG;Airport;+01:00;Africa/Lagos;9.0067;7.2631;EN;Abuja
ABW;ABW;PG;Airport;+10:00;Pacific/Port_Moresby;-10.1667;148.7;EN;Abau
ABX;ABX;AU;Airport;+10:00;Australia/Sydney;-36.0678;146.9581;EN;Albury
ABY;ABY;US;Airport;-05:00;America/New_York;31.5356;-84.1944;EN;Albany (US)
ABZ;ABZ;GB;Airport;+00:00;Europe/London;57.2042;-2.2003;EN;Aberdeen (GB)
ACA;ACA;MX;Airport;-06:00;America/Mexico_City;16.7569;-99.7539;EN;Acapulco
ACB;ACB;US;Airport;-05:00;America/New_York;44.9833;-85.2028;EN;Bellaire Antrim County
ACC;ACC;GH;Airport;+00:00;Africa/Accra;5.6053;-0.1667;EN;Accra
ACD;ACD;CO;Airport;-05:00;America/Bogota;8.5167;-77.3;EN;Acandi
ACE;ACE;ES;Airport;+00:00;Atlantic/Canary;28.9456;-13.6053;EN;Lanzarote
ACF;ACF;CN;Airport;+08:00;Asia/Shanghai;40.4494;81.2675;EN;Alaer Talimu
ACH;ACH;CH;Airport;+01:00;Europe/Zurich;47.485;9.5608;EN;Altenrhein
ACI;ACI;GB;Airport;+00:00;Europe/London;49.7069;-2.2156;EN;Alderney
ACJ;ACJ;LK;Airport;+05:30;Asia/Colombo;8.3;80.4267;EN;Anuradhapura
ACK;ACK;US;Airport;-05:00;America/New_York;41.2531;-70.0603;EN;Nantucket
ACL;ACL;CO;Airport;-05:00;America/Bogota;4.75;-73.0;EN;Aguaclara
ACM;ACM;CO;Airport;-05:00;America/Bogota;-2.1333;-71.7833;EN;Arica
ACN;ACN;MX;Airport;-06:00;America/Matamoros;29.3331;-101.0992;EN;Ciudad Acuna International
ACO;ACO;CH;Airport;+01:00;Europe/Zurich;46.1594;8.7667;EN;Ascona
ACP;ACP;IR;Airport;+03:30;Asia/Tehran;37.3481;46.1331;EN;Maragheh Sahand
ACQ;ALC;ES;Bus Station;+01:00;Europe/Madrid;38.3375;-0.4917;EN;Estacion De Alicante Bus Station
ACR;ACR;CO;Airport;-05:00;America/Bogota;-0.6008;-72.3964;EN;Araracuara
ACS;ACS;RU;Airport;+07:00;Asia/Tomsk;56.2697;90.5719;EN;Achinsk
ACT;ACT;US;Airport;-06:00;America/Chicago;31.6114;-97.2306;EN;Waco
ACU;ACU;PA;Airport;-05:00;America/Panama;8.4333;-77.9667;EN;Achutupo
ACV;ACV;US;Airport;-08:00;America/Los_Angeles;40.9781;-124.1086;EN;Arcata/Eureka
ACX;ACX;CN;Airport;+08:00;Asia/Shanghai;25.0856;104.9594;EN;Xingyi
ACY;ACY;US;Airport;-05:00;America/New_York;39.4575;-74.5772;EN;Atlantic City
ACZ;ACZ;IR;Airport;+03:30;Asia/Tehran;31.0983;61.5439;EN;Zabol
ADA;ADA;TR;Airport;+03:00;Europe/Istanbul;36.9822;35.2803;EN;Adana
ADB;IZM;TR;Airport;+03:00;Europe/Istanbul;38.2925;27.1569;EN;Izmir
ADC;ADC;PG;Airport;+10:00;Pacific/Port_Moresby;-7.15;145.75;EN;Andakombe
ADD;ADD;ET;Airport;+03:00;Africa/Addis_Ababa;8.9778;38.7994;EN;Addis Ababa
ADE;ADE;YE;Airport;+03:00;Asia/Aden;12.8294;45.0289;EN;Aden International
ADF;ADF;TR;Airport;+03:00;Europe/Istanbul;37.7314;38.4689;EN;Adiyaman
ADG;ADG;US;Airport;-05:00;America/New_York;41.9;-84.0333;EN;Adrian Lenawee County
ADH;ADH;RU;Airport;+09:00;Asia/Yakutsk;58.6028;125.4067;EN;Aldan
ADI;ADI;NA;Airport;+02:00;Africa/Windhoek;-22.4;15.0;EN;Arandis
ADJ;AMM;JO;Airport;+03:00;Asia/Amman;31.9728;35.9917;EN;Amman Marka Intl Airport
ADK;ADK;US;Airport;-10:00;America/Adak;51.8811;-176.6483;EN;Adak Island
ADL;ADL;AU;Airport;+09:30;Australia/Adelaide;-34.945;138.5306;EN;Adelaide
ADM;ADM;US;Airport;-06:00;America/Chicago;34.3;-97.0167;EN;Ardmore Municipal
ADN;ADN;CO;Airport;-05:00;America/Bogota;5.6667;-75.8833;EN;Andes
ADO;ADO;AU;Airport;+09:30;Australia/Adelaide;-30.4339;137.1372;EN;Andamooka
ADP;ADP;LK;Airport;+05:30;Asia/Colombo;7.3375;81.6258;EN;Ampara Gal Oya
ADQ;ADQ;US;Airport;-09:00;America/Anchorage;57.75;-152.4939;EN;Kodiak
ADR;ADR;US;Airport;-05:00;America/New_York;33.45;-79.5667;EN;Andrews Robert F. Swinnie
ADS;DFW;US;Airport;-06:00;America/Chicago;32.9703;-96.8372;EN;Dallas Addison Apt
ADT;ADT;US;Airport;-06:00;America/Chicago;34.8;-96.6667;EN;Ada Municipal
ADU;ADU;IR;Airport;+03:30;Asia/Tehran;38.3256;48.4242;EN;Ardabil
ADV;ADV;SD;Airport;+02:00;Africa/Khartoum;11.4022;26.1186;EN;Addeain
ADW;ADW;US;Airport;-05:00;America/New_York;38.8089;-76.8708;EN;Camp Springs Andrews
ADX;ADX;GB;Airport;+00:00;Europe/London;56.3667;-2.8667;EN;St Andrews Raf Leuchars
ADY;ADY;ZA;Airport;+02:00;Africa/Johannesburg;-22.6667;29.1;EN;Alldays
ADZ;ADZ;CO;Airport;-05:00;America/Bogota;12.5836;-81.7111;EN;San Andres Island
AEA;AEA;KI;Airport;+12:00;Pacific/Tarawa;0.4906;173.83;EN;Abemama Atoll
AEB;AEB;CN;Airport;+08:00;Asia/Shanghai;23.72;106.9603;EN;Baise Youjiang
AED;AED;US;Airport;-09:00;America/Anchorage;58.0333;-152.9;EN;Aleneva
AEE;AEE;SS;Airport;+02:00;Africa/Juba;10.0611;32.9619;EN;Adareil
AEG;AEG;ID;Airport;+07:00;Asia/Pontianak;1.4;99.43;EN;Aek Godang
AEH;AEH;TD;Airport;+01:00;Africa/Ndjamena;13.8475;20.8444;EN;Abeche
AEI;AEI;ES;Rail Station;+01:00;Europe/Madrid;36.1267;-5.4492;EN;Algeciras Rail Station
AEJ;AEJ;KW;Airport;+03:00;Asia/Kuwait;28.9333;47.7833;EN;Ahmed Al Jaber
AEK;AEK;PG;Airport;+10:00;Pacific/Port_Moresby;-7.3667;146.2833;EN;Aseki
AEL;AEL;US;Airport;-06:00;America/Chicago;43.6833;-93.3667;EN;Albert Lea Municipal
AEM;AEM;RU;Airport;+10:00;Asia/Vladivostok;45.8425;137.6778;EN;Amgu
AEO;AEO;MR;Airport;+00:00;Africa/Nouakchott;16.7;-9.65;EN;Aioun El Atrouss
AEP;BUE;AR;Airport;-03:00;America/Argentina/Buenos_Aires;-34.5589;-58.4164;EN;Buenos Aires Aeroparque J. N.
AEQ;AEQ;CN;Airport;+08:00;Asia/Shanghai;43.9083;120.1503;EN;Chifeng Ar Horqin
AER;AER;RU;Airport;+03:00;Europe/Moscow;43.45;39.9567;EN;Sochi
AES;AES;NO;Airport;+01:00;Europe/Oslo;62.5603;6.1103;EN;Aalesund
AET;AET;US;Airport;-09:00;America/Anchorage;66.5506;-152.6319;EN;Allakaket
AEU;AEU;IR;Airport;+03:30;Asia/Tehran;25.8756;55.0325;EN;Abu Musa Island
AEX;AEX;US;Airport;-06:00;America/Chicago;31.3275;-92.5497;EN;Alexandria
AEY;AEY;IS;Airport;+00:00;Atlantic/Reykjavik;65.6586;-18.0722;EN;Akureyri
AFA;AFA;AR;Airport;-03:00;America/Argentina/Buenos_Aires;-34.5886;-68.4028;EN;San Rafael
AFD;AFD;ZA;Airport;+02:00;Africa/Johannesburg;-33.5833;26.8833;EN;Port Alfred
AFF;COS;US;Airport;-07:00;America/Denver;39.0;-104.75;EN;Colorado Springs Usaf Academy Airfield
AFI;AFI;CO;Airport;-05:00;America/Bogota;6.9167;-75.0667;EN;Amalfi
AFK;ADP;LK;Airport;+05:30;Asia/Colombo;7.2919;81.6353;EN;Ampara Kondavattavan Tank Spb
AFL;AFL;BR;Airport;-04:00;America/Porto_Velho;-9.8661;-56.1061;EN;Alta Floresta
AFN;AFN;US;Airport;-05:00;America/New_York;42.8056;-72.0033;EN;Jaffrey Silver Ranch
AFO;AFO;US;Airport;-07:00;America/Denver;42.7167;-110.9333;EN;Afton Municipal
AFR;AFR;PG;Airport;+10:00;Pacific/Port_Moresby;-9.1333;148.3833;EN;Afore
AFS;AFS;UZ;Airport;+05:00;Asia/Tashkent;41.6158;64.2331;EN;Zarafshan
AFT;AFT;SB;Airport;+11:00;Pacific/Guadalcanal;-9.1911;160.9492;EN;Afutara
AFU;AFU;QA;Airport;+03:00;Asia/Qatar;25.1;51.3;EN;Al Udeid
AFW;FTW;US;Airport;-06:00;America/Chicago;32.9833;-97.3167;EN;Dallas/Fort Worth Alliance
AFY;AFY;TR;Airport;+03:00;Europe/Istanbul;38.7333;30.6;EN;Afyon
AFZ;AFZ;IR;Airport;+03:30;Asia/Tehran;36.1686;57.5964;EN;Sabzevar
AGA;AGA;MA;Airport;+01:00;Africa/Casablanca;30.325;-9.4131;EN;Agadir
AGB;MUC;DE;Airport;+01:00;Europe/Berlin;48.4253;10.9317;EN;Augsburg
AGC;PIT;US;Airport;-05:00;America/New_York;40.3544;-79.9297;EN;Pittsburgh Allegheny
AGD;AGD;ID;Airport;+09:00;Asia/Jayapura;-1.3833;133.8667;EN;Anggi
AGE;AGE;DE;Airport;+01:00;Europe/Berlin;53.7872;7.9158;EN;Wangerooge
AGF;AGF;FR;Airport;+01:00;Europe/Paris;44.1747;0.5906;EN;Agen La Garenne
AGG;AGG;PG;Airport;+10:00;Pacific/Port_Moresby;-4.0667;144.1;EN;Angoram
AGH;AGH;SE;Airport;+01:00;Europe/Stockholm;56.2961;12.8472;EN;Angelholm/Helsingborg Angelholm Apt
AGI;AGI;SR;Airport;-03:00;America/Paramaribo;5.7667;-56.6833;EN;Wageningen
AGJ;AGJ;JP;Airport;+09:00;Asia/Tokyo;26.5833;127.25;EN;Aguni
AGK;AGK;PG;Airport;+10:00;Pacific/Port_Moresby;-6.3333;143.8333;EN;Kagua
AGL;AGL;PG;Airport;+10:00;Pacific/Port_Moresby;-9.3333;149.15;EN;Wanigela
AGM;AGM;GL;Airport;-03:00;America/Godthab;65.6125;-37.6186;EN;Tasiilaq Angmagssalik
AGN;AGN;US;Airport;-09:00;America/Anchorage;57.495;-134.5672;EN;Angoon
AGO;AGO;US;Airport;-06:00;America/Chicago;33.2333;-93.2167;EN;Magnolia Municipal
AGP;AGP;ES;Airport;+01:00;Europe/Madrid;36.675;-4.4992;EN;Malaga
AGQ;AGQ;GR;Airport;+02:00;Europe/Athens;38.6019;21.3511;EN;Agrinion G.Karaiskakis
AGR;AGR;IN;Airport;+05:30;Asia/Kolkata;27.1558;77.9608;EN;Agra
AGS;AGS;US;Airport;-05:00;America/New_York;33.37;-81.9644;EN;Augusta
AGT;AGT;PY;Airport;-04:00;America/Asuncion;-25.4556;-54.8436;EN;Ciudad Del Este
AGU;AGU;MX;Airport;-06:00;America/Mexico_City;21.7056;-102.3178;EN;Aguascalientes
AGV;AGV;VE;Airport;-04:00;America/Caracas;9.55;-69.2333;EN;Acarigua
AGW;AGW;AU;Airport;+10:00;Australia/Brisbane;-12.15;142.15;EN;Agnew
AGX;AGX;IN;Airport;+05:30;Asia/Kolkata;10.8236;72.1761;EN;Agatti Island
AGY;MUC;DE;Rail Station;+01:00;Europe/Berlin;48.3656;10.8864;EN;Augsburg Central Station
AGZ;AGZ;ZA;Airport;+02:00;Africa/Johannesburg;-29.2833;18.8167;EN;Aggeneys
AHA;OKA;JP;Airport;+09:00;Asia/Tokyo;26.2;127.65;EN;Okinawa Naha Afb
AHB;AHB;SA;Airport;+03:00;Asia/Riyadh;18.2403;42.6567;EN;Abha
AHC;AHC;US;Airport;-08:00;America/Los_Angeles;40.15;-120.1333;EN;Herlong Amedee Army Air Field
AHD;ADM;US;Airport;-06:00;America/Chicago;34.1667;-97.1333;EN;Ardmore Downtown Executive Apt
AHE;AHE;PF;Airport;-10:00;Pacific/Tahiti;-14.4281;-146.2569;EN;Ahe
AHF;AHF;US;Airport;-06:00;America/Chicago;40.3333;-99.9;EN;Arapahoe
AHH;AHH;US;Airport;-06:00;America/Chicago;45.2833;-92.3667;EN;Amery Municipal
AHI;AHI;ID;Airport;+09:00;Asia/Jayapura;-3.3333;128.9167;EN;Amahai
AHJ;AHJ;CN;Airport;+08:00;Asia/Shanghai;32.5314;102.3519;EN;Aba Hongyuan
AHL;AHL;GY;Airport;-04:00;America/Guyana;2.4833;-59.3167;EN;Aishalton
AHM;AHM;US;Airport;-08:00;America/Los_Angeles;42.1903;-122.6606;EN;Ashland Municipal
AHN;AHN;US;Airport;-05:00;America/New_York;33.9494;-83.3219;EN;Athens
AHO;AHO;IT;Airport;+01:00;Europe/Rome;40.6303;8.2897;EN;Alghero
AHS;AHS;HN;Airport;-06:00;America/Tegucigalpa;15.4417;-84.425;EN;Ahuas
AHT;AHT;US;Airport;-10:00;America/Adak;51.5;179.0;EN;Amchitka
AHU;AHU;MA;Airport;+01:00;Africa/Casablanca;35.1772;-3.8394;EN;Al Hoceima Cherif El Idrissi
AHW;AHW;OM;Airport;+04:00;Asia/Muscat;21.3428;56.7656;EN;Saih Rawl
AHY;AHY;MG;Airport;+03:00;Indian/Antananarivo;-20.0167;45.5333;EN;Ambatolahy
AHZ;AHZ;FR;Airport;+01:00;Europe/Paris;45.0883;6.0847;EN;L'alpe-D'huez
AIA;AIA;US;Airport;-07:00;America/Denver;42.0519;-102.8078;EN;Alliance
AIB;AIB;US;Airport;-09:00;America/Anchorage;56.2333;-132.3833;EN;Anita Bay
AIC;AIC;MH;Airport;+12:00;Pacific/Majuro;7.2794;168.8258;EN;Airok
AID;AID;US;Airport;-05:00;America/New_York;40.1;-85.6667;EN;Anderson Municipal
AIE;AIE;PG;Airport;+10:00;Pacific/Port_Moresby;-5.1333;144.7333;EN;Aiome
AIF;AIF;BR;Airport;-03:00;America/Araguaina;-22.6667;-50.4167;EN;Assis Marcelo P. Halzhausen
AIG;AIG;CF;Airport;+01:00;Africa/Bangui;6.5167;23.25;EN;Yalinga
AIH;AIH;PG;Airport;+10:00;Pacific/Port_Moresby;-7.3486;141.2667;EN;Aiambak
AII;AII;DJ;Airport;+03:00;Africa/Djibouti;11.15;42.7167;EN;Ali Sabieh
AIK;AIK;US;Airport;-05:00;America/New_York;33.6494;-81.6892;EN;Aiken
AIL;AIL;PA;Airport;-05:00;America/Panama;9.2333;-78.0167;EN;Ailigandi
AIM;AIM;MH;Airport;+12:00;Pacific/Majuro;10.2169;169.9836;EN;Ailuk Island
AIN;AIN;US;Airport;-09:00;America/Anchorage;70.6136;-159.8669;EN;Wainwright
AIO;AIO;US;Airport;-06:00;America/Chicago;41.4;-95.0167;EN;Atlantic Municipal
AIP;AIP;IN;Airport;+05:30;Asia/Kolkata;31.4328;75.7589;EN;Adampur
AIR;AIR;BR;Airport;-04:00;America/Porto_Velho;-10.1911;-59.4569;EN;Aripuana
AIS;AIS;KI;Airport;+12:00;Pacific/Tarawa;-2.6164;176.8025;EN;Arorae
AIT;AIT;CK;Airport;-10:00;Pacific/Rarotonga;-18.8311;-159.7647;EN;Aitutaki
AIU;AIU;CK;Airport;-10:00;Pacific/Rarotonga;-19.9667;-158.125;EN;Atiu Island
AIV;AIV;US;Airport;-06:00;America/Chicago;33.1;-88.2;EN;Aliceville George Downer
AIW;AIW;NA;Airport;+02:00;Africa/Windhoek;-27.9833;17.5833;EN;Ai-Ais
AIX;CMF;FR;Bus Station;+01:00;Europe/Paris;45.6883;5.9094;EN;Aix-En-Provence Daix Bus St
AIY;ACY;US;Airport;-05:00;America/New_York;39.3667;-74.45;EN;Atlantic City Bader Field
AIZ;AIZ;US;Airport;-06:00;America/Chicago;38.1;-92.55;EN;Kaiser/Lake Of The Ozarks Lee C Fine Me
AJA;AJA;FR;Airport;+01:00;Europe/Paris;41.9239;8.8025;EN;Ajaccio
AJF;AJF;SA;Airport;+03:00;Asia/Riyadh;29.785;40.1;EN;Al-Jouf
AJI;AJI;TR;Airport;+03:00;Europe/Istanbul;39.6539;43.0264;EN;Agri
AJJ;AJJ;MR;Airport;+00:00;Africa/Nouakchott;19.7333;-14.3833;EN;Akjoujt
AJK;AJK;IR;Airport;+03:30;Asia/Tehran;34.1381;49.8469;EN;Araak
AJL;AJL;IN;Airport;+05:30;Asia/Kolkata;23.8389;92.6203;EN;Aizawl Lengpui
AJN;AJN;KM;Airport;+03:00;Indian/Comoro;-12.1311;44.4297;EN;Anjouan Ouani
AJO;AJO;YE;Airport;+03:00;Asia/Aden;15.7167;44.25;EN;Aljouf
AJR;AJR;SE;Airport;+01:00;Europe/Stockholm;65.5903;19.2819;EN;Arvidsjaur
AJS;AJS;MX;Airport;-07:00;America/Mazatlan;26.7333;-113.5833;EN;Punta Abreojos
AJU;AJU;BR;Airport;-03:00;America/Araguaina;-10.9839;-37.0703;EN;Aracaju
AJY;AJY;NE;Airport;+01:00;Africa/Niamey;16.9625;7.9903;EN;Agadez Manu Dayak Intl
AKA;AKA;CN;Airport;+08:00;Asia/Shanghai;32.7078;108.9322;EN;Ankang Fuqiang
AKB;AKB;US;Airport;-10:00;America/Adak;52.2183;-174.2064;EN;Atka
AKC;CAK;US;Airport;-05:00;America/New_York;41.0369;-81.4689;EN;Akron/Canton Akron Fulton Intl
AKD;AKD;IN;Airport;+05:30;Asia/Kolkata;20.6667;77.0833;EN;Akola
AKE;AKE;GA;Airport;+01:00;Africa/Libreville;-1.1722;13.9167;EN;Akieni
AKF;AKF;LY;Airport;+02:00;Africa/Tripoli;24.1786;23.3139;EN;Kufra
AKG;AKG;PG;Airport;+10:00;Pacific/Port_Moresby;-3.5833;142.25;EN;Anguganak
AKH;AKH;SA;Airport;+03:00;Asia/Riyadh;24.0633;47.5806;EN;Al Kharj Prince Sultan Air Base
AKI;AKI;US;Airport;-09:00;America/Anchorage;60.9017;-161.2322;EN;Akiak
AKJ;AKJ;JP;Airport;+09:00;Asia/Tokyo;43.6708;142.4475;EN;Asahikawa
AKK;AKK;US;Airport;-09:00;America/Anchorage;56.9386;-154.1839;EN;Akhiok
AKL;AKL;NZ;Airport;+12:00;Pacific/Auckland;-37.0097;174.7917;EN;Auckland
AKM;AKM;TD;Airport;+01:00;Africa/Ndjamena;10.8833;19.8167;EN;Zakouma
AKN;AKN;US;Airport;-09:00;America/Anchorage;58.6767;-156.6492;EN;King Salmon
AKO;AKO;US;Airport;-07:00;America/Denver;40.1667;-103.2167;EN;Akron Colorado Plains Rgnl
AKP;AKP;US;Airport;-09:00;America/Anchorage;68.1336;-151.7433;EN;Anaktuvuk Pass
AKQ;AKQ;ID;Airport;+07:00;Asia/Pontianak;-4.6167;105.2333;EN;Menggala Astra Kksetra
AKR;AKR;NG;Airport;+01:00;Africa/Lagos;7.2486;5.3019;EN;Akure
AKS;AKS;SB;Airport;+11:00;Pacific/Guadalcanal;-8.7025;160.6819;EN;Auki Gwaunaru'u
AKT;AKT;CY;Airport;+02:00;Asia/Nicosia;34.5906;32.9878;EN;Akrotiri Royal Air Force
AKU;AKU;CN;Airport;+08:00;Asia/Shanghai;41.2628;80.2919;EN;Aksu
AKV;AKV;CA;Airport;-05:00;America/Toronto;60.8186;-78.1486;EN;Akulivik
AKW;AKW;IR;Airport;+03:30;Asia/Tehran;30.75;49.6833;EN;Aghajari
AKX;AKX;KZ;Airport;+05:00;Asia/Qyzylorda;50.2458;57.2067;EN;Aktobe
AKY;AKY;MM;Airport;+06:30;Asia/Yangon;20.1328;92.8725;EN;Sittwe
ALA;ALA;KZ;Airport;+06:00;Asia/Almaty;43.3533;77.0422;EN;Almaty
ALB;ALB;US;Airport;-05:00;America/New_York;42.7483;-73.8017;EN;Albany (US)
ALC;ALC;ES;Airport;+01:00;Europe/Madrid;38.2822;-0.5581;EN;Alicante
ALD;ALD;PE;Airport;-05:00;America/Lima;-11.7;-69.35;EN;Alerta
ALE;ALE;US;Airport;-06:00;America/Chicago;30.3861;-103.6833;EN;Alpine Casparis Municipal
ALF;ALF;NO;Airport;+01:00;Europe/Oslo;69.9761;23.3717;EN;Alta
ALG;ALG;DZ;Airport;+01:00;Africa/Algiers;36.6942;3.2147;EN;Algiers
ALH;ALH;AU;Airport;+08:00;Australia/Perth;-34.9433;117.8089;EN;Albany
ALI;ALI;US;Airport;-06:00;America/Chicago;27.7392;-98.0269;EN;Alice International
ALJ;ALJ;ZA;Airport;+02:00;Africa/Johannesburg;-28.5667;16.5333;EN;Alexander Bay
ALK;ALK;ET;Airport;+03:00;Africa/Addis_Ababa;7.9667;39.1167;EN;Asela
ALL;ALL;IT;Airport;+01:00;Europe/Rome;44.0458;8.1256;EN;Albenga
ALM;ALM;US;Airport;-07:00;America/Denver;32.84;-105.9906;EN;Alamogordo White Sands Rgnl
ALN;ALN;US;Airport;-06:00;America/Chicago;38.8917;-90.1722;EN;Alton St Louis Regional
ALO;ALO;US;Airport;-06:00;America/Chicago;42.5569;-92.4003;EN;Waterloo
ALP;ALP;SY;Airport;+03:00;Asia/Damascus;36.1806;37.2244;EN;Aleppo International
ALQ;ALQ;BR;Airport;-03:00;America/Araguaina;-29.8;-55.7333;EN;Alegrete G. Machado Ramos
ALR;ALR;NZ;Airport;+12:00;Pacific/Auckland;-45.2167;169.3667;EN;Alexandra
ALS;ALS;US;Airport;-07:00;America/Denver;37.4375;-105.8664;EN;Alamosa San Luis Valley Rgnl
ALT;ALT;BR;Airport;-03:00;America/Araguaina;-1.9389;-54.7472;EN;Alenquer
ALU;ALU;SO;Airport;+03:00;Africa/Mogadishu;11.9667;50.75;EN;Alula
ALV;ALV;AD;Off-Line Point;+01:00;Europe/Andorra;42.5167;1.5333;EN;Andorra La Vella Off-Line Point
ALW;ALW;US;Airport;-08:00;America/Los_Angeles;46.095;-118.2878;EN;Walla Walla
ALX;ALX;US;Airport;-06:00;America/Chicago;32.9333;-85.95;EN;Alexander City Thomas C Russell Field
ALY;ALY;EG;Airport;+02:00;Africa/Cairo;31.1839;29.9489;EN;Alexandria
ALZ;ALZ;US;Airport;-09:00;America/Anchorage;56.8989;-154.2497;EN;Alitak
AMA;AMA;US;Airport;-06:00;America/Chicago;35.2194;-101.7058;EN;Amarillo
AMB;AMB;MG;Airport;+03:00;Indian/Antananarivo;-13.1833;48.9833;EN;Ambilobe
AMC;AMC;TD;Airport;+01:00;Africa/Ndjamena;11.0333;20.2833;EN;Am Timan
AMD;AMD;IN;Airport;+05:30;Asia/Kolkata;23.0772;72.6347;EN;Ahmedabad
AME;AME;MZ;Airport;+02:00;Africa/Maputo;-15.65;37.6833;EN;Alto Molocue
